message_content,arrival_time,processing_time,completion_time
Msg de hilo 25 - Time: 1771100694.2219067,2026-02-14T20:42:23.049684,0.1032,2026-02-14T20:42:23.153078
Msg de hilo 10 - Time: 1771100694.2219067,2026-02-14T20:42:23.153917,0.3838,2026-02-14T20:42:23.538243
Msg de hilo 7 - Time: 1771100694.2224097,2026-02-14T20:42:23.539035,0.2153,2026-02-14T20:42:23.754630
Msg de hilo 21 - Time: 1771100694.2219067,2026-02-14T20:42:23.755374,0.4950,2026-02-14T20:42:24.250964
Msg de hilo 14 - Time: 1771100694.2380047,2026-02-14T20:42:24.251854,0.2558,2026-02-14T20:42:24.507990
Msg de hilo 43 - Time: 1771100694.253509,2026-02-14T20:42:24.508879,0.1599,2026-02-14T20:42:24.668939
Msg de hilo 36 - Time: 1771100694.269533,2026-02-14T20:42:24.669993,0.1559,2026-02-14T20:42:24.826195
Msg de hilo 41 - Time: 1771100694.269533,2026-02-14T20:42:24.827011,0.0262,2026-02-14T20:42:24.853384
Msg de hilo 33 - Time: 1771100694.269533,2026-02-14T20:42:24.854254,0.6600,2026-02-14T20:42:25.515041
Msg de hilo 9 - Time: 1771100694.2850606,2026-02-14T20:42:25.515881,0.7160,2026-02-14T20:42:26.232702
Msg de hilo 46 - Time: 1771100694.3010762,2026-02-14T20:42:26.233683,0.4154,2026-02-14T20:42:26.649612
Msg de hilo 31 - Time: 1771100694.3162403,2026-02-14T20:42:26.650472,0.2241,2026-02-14T20:42:26.874910
Msg de hilo 40 - Time: 1771100694.3162403,2026-02-14T20:42:26.875720,0.2416,2026-02-14T20:42:27.117685
Msg de hilo 2 - Time: 1771100694.3317704,2026-02-14T20:42:27.118432,0.8189,2026-02-14T20:42:27.938290
Msg de hilo 49 - Time: 1771100694.3317704,2026-02-14T20:42:27.939099,0.3967,2026-02-14T20:42:28.336302
Msg de hilo 16 - Time: 1771100694.3473086,2026-02-14T20:42:28.337095,0.7836,2026-02-14T20:42:29.121424
Msg de hilo 34 - Time: 1771100694.3473086,2026-02-14T20:42:29.122366,0.3626,2026-02-14T20:42:29.485425
Msg de hilo 13 - Time: 1771100694.3478107,2026-02-14T20:42:29.486312,0.3067,2026-02-14T20:42:29.793456
Msg de hilo 7 - Time: 1771100694.3478107,2026-02-14T20:42:29.794305,0.0485,2026-02-14T20:42:29.842994
Msg de hilo 22 - Time: 1771100694.3628306,2026-02-14T20:42:29.843817,0.2581,2026-02-14T20:42:30.102244
Msg de hilo 5 - Time: 1771100694.3628306,2026-02-14T20:42:30.103048,0.1898,2026-02-14T20:42:30.293128
Msg de hilo 44 - Time: 1771100694.3779576,2026-02-14T20:42:30.294091,0.2171,2026-02-14T20:42:30.511544
Msg de hilo 35 - Time: 1771100694.3934758,2026-02-14T20:42:30.512370,0.2038,2026-02-14T20:42:30.716511
Msg de hilo 32 - Time: 1771100694.3934758,2026-02-14T20:42:30.717386,0.1217,2026-02-14T20:42:30.839269
Msg de hilo 43 - Time: 1771100694.3934758,2026-02-14T20:42:30.840436,0.0289,2026-02-14T20:42:30.869475
Msg de hilo 38 - Time: 1771100694.4088852,2026-02-14T20:42:30.870232,0.0550,2026-02-14T20:42:30.925385
Msg de hilo 27 - Time: 1771100694.4088852,2026-02-14T20:42:30.926258,0.2088,2026-02-14T20:42:31.135239
Msg de hilo 4 - Time: 1771100694.4093857,2026-02-14T20:42:31.136037,1.8129,2026-02-14T20:42:32.950850
Msg de hilo 12 - Time: 1771100694.4088852,2026-02-14T20:42:32.951817,0.2046,2026-02-14T20:42:33.156737
Msg de hilo 46 - Time: 1771100694.424406,2026-02-14T20:42:33.157504,0.3163,2026-02-14T20:42:33.474255
Msg de hilo 1 - Time: 1771100694.424406,2026-02-14T20:42:33.475260,0.5400,2026-02-14T20:42:34.015643
Msg de hilo 37 - Time: 1771100694.4396458,2026-02-14T20:42:34.016893,0.7332,2026-02-14T20:42:34.750940
Msg de hilo 48 - Time: 1771100694.4551654,2026-02-14T20:42:34.751718,0.8018,2026-02-14T20:42:35.553684
Msg de hilo 39 - Time: 1771100694.4551654,2026-02-14T20:42:35.554524,0.0022,2026-02-14T20:42:35.556826
Msg de hilo 20 - Time: 1771100694.4556673,2026-02-14T20:42:35.557494,0.3247,2026-02-14T20:42:35.882640
Msg de hilo 11 - Time: 1771100694.4706903,2026-02-14T20:42:35.883431,1.2578,2026-02-14T20:42:37.142621
Msg de hilo 26 - Time: 1771100694.4706903,2026-02-14T20:42:37.143471,1.3449,2026-02-14T20:42:38.488327
Msg de hilo 6 - Time: 1771100694.4706903,2026-02-14T20:42:38.489167,0.4299,2026-02-14T20:42:38.919622
Msg de hilo 31 - Time: 1771100694.486211,2026-02-14T20:42:38.920495,0.1058,2026-02-14T20:42:39.026518
Msg de hilo 24 - Time: 1771100694.486211,2026-02-14T20:42:39.027537,0.2893,2026-02-14T20:42:39.317278
Msg de hilo 8 - Time: 1771100694.486211,2026-02-14T20:42:39.318126,0.4978,2026-02-14T20:42:39.816475
Msg de hilo 42 - Time: 1771100694.486211,2026-02-14T20:42:39.817277,0.1048,2026-02-14T20:42:39.922314
Msg de hilo 21 - Time: 1771100694.4867127,2026-02-14T20:42:39.923204,0.2504,2026-02-14T20:42:40.173990
Msg de hilo 15 - Time: 1771100694.5643203,2026-02-14T20:42:40.174840,0.8104,2026-02-14T20:42:40.986166
Msg de hilo 45 - Time: 1771100694.5643203,2026-02-14T20:42:40.987126,0.3359,2026-02-14T20:42:41.323454
Msg de hilo 48 - Time: 1771100694.5643203,2026-02-14T20:42:41.324326,0.1529,2026-02-14T20:42:41.477456
Msg de hilo 11 - Time: 1771100694.5798433,2026-02-14T20:42:41.478430,0.2000,2026-02-14T20:42:41.678706
Msg de hilo 10 - Time: 1771100694.5959008,2026-02-14T20:42:41.680923,0.3318,2026-02-14T20:42:42.013212
Msg de hilo 32 - Time: 1771100694.5959008,2026-02-14T20:42:42.014047,1.2634,2026-02-14T20:42:43.278786
Msg de hilo 23 - Time: 1771100694.5959008,2026-02-14T20:42:43.279638,0.2747,2026-02-14T20:42:43.554742
Msg de hilo 5 - Time: 1771100694.5964074,2026-02-14T20:42:43.555511,0.0813,2026-02-14T20:42:43.637047
Msg de hilo 33 - Time: 1771100694.6114278,2026-02-14T20:42:43.637851,0.1612,2026-02-14T20:42:43.799314
Msg de hilo 6 - Time: 1771100694.6114278,2026-02-14T20:42:43.800211,0.2967,2026-02-14T20:42:44.097355
Msg de hilo 40 - Time: 1771100694.6114278,2026-02-14T20:42:44.098169,0.2977,2026-02-14T20:42:44.396284
Msg de hilo 36 - Time: 1771100694.6274488,2026-02-14T20:42:44.397057,0.1219,2026-02-14T20:42:44.519149
Msg de hilo 21 - Time: 1771100694.6274488,2026-02-14T20:42:44.520037,0.2925,2026-02-14T20:42:44.812958
Msg de hilo 49 - Time: 1771100694.627956,2026-02-14T20:42:44.813747,1.5645,2026-02-14T20:42:46.379890
Msg de hilo 12 - Time: 1771100694.627956,2026-02-14T20:42:46.380721,0.4646,2026-02-14T20:42:46.845868
Msg de hilo 16 - Time: 1771100694.6429856,2026-02-14T20:42:46.846717,0.1377,2026-02-14T20:42:46.984618
Msg de hilo 47 - Time: 1771100694.6429856,2026-02-14T20:42:46.985437,0.0743,2026-02-14T20:42:47.059862
Msg de hilo 25 - Time: 1771100694.6585042,2026-02-14T20:42:47.060993,0.4709,2026-02-14T20:42:47.532241
Msg de hilo 44 - Time: 1771100694.6590092,2026-02-14T20:42:47.533027,0.3313,2026-02-14T20:42:47.864723
Msg de hilo 37 - Time: 1771100694.6585042,2026-02-14T20:42:47.865538,0.1673,2026-02-14T20:42:48.033099
Msg de hilo 43 - Time: 1771100694.6740324,2026-02-14T20:42:48.033869,0.4251,2026-02-14T20:42:48.459495
Msg de hilo 9 - Time: 1771100694.6740324,2026-02-14T20:42:48.460398,0.3147,2026-02-14T20:42:48.775560
Msg de hilo 18 - Time: 1771100694.6740324,2026-02-14T20:42:48.776396,0.6907,2026-02-14T20:42:49.467863
Msg de hilo 2 - Time: 1771100694.6900594,2026-02-14T20:42:49.468658,1.1560,2026-02-14T20:42:50.625925
Msg de hilo 13 - Time: 1771100694.6900594,2026-02-14T20:42:50.626837,3.4689,2026-02-14T20:42:54.095976
Msg de hilo 41 - Time: 1771100694.7055824,2026-02-14T20:42:54.096829,1.0122,2026-02-14T20:42:55.110209
Msg de hilo 17 - Time: 1771100694.7055824,2026-02-14T20:42:55.111059,0.1676,2026-02-14T20:42:55.278960
Msg de hilo 11 - Time: 1771100694.7215984,2026-02-14T20:42:55.279747,0.0268,2026-02-14T20:42:55.306716
Msg de hilo 34 - Time: 1771100694.7215984,2026-02-14T20:42:55.307521,0.1975,2026-02-14T20:42:55.505295
Msg de hilo 14 - Time: 1771100694.736785,2026-02-14T20:42:55.506064,0.1694,2026-02-14T20:42:55.675716
Msg de hilo 1 - Time: 1771100694.736785,2026-02-14T20:42:55.676529,0.5321,2026-02-14T20:42:56.209288
Msg de hilo 0 - Time: 1771100694.736785,2026-02-14T20:42:56.210088,0.0673,2026-02-14T20:42:56.277534
Msg de hilo 38 - Time: 1771100694.7523067,2026-02-14T20:42:56.278323,0.1394,2026-02-14T20:42:56.417969
Msg de hilo 49 - Time: 1771100694.7523067,2026-02-14T20:42:56.418818,1.3990,2026-02-14T20:42:57.819340
Msg de hilo 32 - Time: 1771100694.7678378,2026-02-14T20:42:57.820231,0.2244,2026-02-14T20:42:58.044934
Msg de hilo 37 - Time: 1771100694.7678378,2026-02-14T20:42:58.045811,0.2493,2026-02-14T20:42:58.295492
Msg de hilo 7 - Time: 1771100694.7678378,2026-02-14T20:42:58.296387,1.0047,2026-02-14T20:42:59.302176
Msg de hilo 35 - Time: 1771100694.7990572,2026-02-14T20:42:59.302989,0.5501,2026-02-14T20:42:59.853698
Msg de hilo 12 - Time: 1771100694.7990572,2026-02-14T20:42:59.854509,0.7011,2026-02-14T20:43:00.556396
Msg de hilo 25 - Time: 1771100694.815076,2026-02-14T20:43:00.557341,0.8424,2026-02-14T20:43:01.400744
Msg de hilo 22 - Time: 1771100694.8305974,2026-02-14T20:43:01.401611,0.1896,2026-02-14T20:43:01.591448
Msg de hilo 11 - Time: 1771100694.8305974,2026-02-14T20:43:01.592398,0.3385,2026-02-14T20:43:01.931385
Msg de hilo 19 - Time: 1771100694.846136,2026-02-14T20:43:01.932367,0.9542,2026-02-14T20:43:02.887615
Msg de hilo 42 - Time: 1771100694.846136,2026-02-14T20:43:02.888423,0.1027,2026-02-14T20:43:02.991343
Msg de hilo 8 - Time: 1771100694.846136,2026-02-14T20:43:02.992205,0.0197,2026-02-14T20:43:03.012030
Msg de hilo 31 - Time: 1771100694.8616536,2026-02-14T20:43:03.012664,0.0778,2026-02-14T20:43:03.090611
Msg de hilo 27 - Time: 1771100694.8616536,2026-02-14T20:43:03.091395,1.0273,2026-02-14T20:43:04.119855
Msg de hilo 39 - Time: 1771100694.878183,2026-02-14T20:43:04.120718,0.0076,2026-02-14T20:43:04.128446
Msg de hilo 47 - Time: 1771100694.878183,2026-02-14T20:43:04.129172,0.3133,2026-02-14T20:43:04.442843
Msg de hilo 18 - Time: 1771100694.8776762,2026-02-14T20:43:04.443690,1.0297,2026-02-14T20:43:05.474535
Msg de hilo 6 - Time: 1771100694.878183,2026-02-14T20:43:05.475428,0.1655,2026-02-14T20:43:05.641219
Msg de hilo 5 - Time: 1771100694.8776762,2026-02-14T20:43:05.642066,0.5100,2026-02-14T20:43:06.152685
Msg de hilo 4 - Time: 1771100694.878183,2026-02-14T20:43:06.153476,0.0115,2026-02-14T20:43:06.165128
Msg de hilo 21 - Time: 1771100694.8932009,2026-02-14T20:43:06.165797,0.2836,2026-02-14T20:43:06.449799
Msg de hilo 23 - Time: 1771100694.8932009,2026-02-14T20:43:06.450614,0.2050,2026-02-14T20:43:06.655929
Msg de hilo 20 - Time: 1771100694.8932009,2026-02-14T20:43:06.656624,1.3443,2026-02-14T20:43:08.002361
Msg de hilo 41 - Time: 1771100694.9092243,2026-02-14T20:43:08.003248,0.0762,2026-02-14T20:43:08.079645
Msg de hilo 15 - Time: 1771100694.9092243,2026-02-14T20:43:08.080501,0.1507,2026-02-14T20:43:08.231495
Msg de hilo 14 - Time: 1771100694.9092243,2026-02-14T20:43:08.232301,1.7900,2026-02-14T20:43:10.022710
Msg de hilo 46 - Time: 1771100694.924741,2026-02-14T20:43:10.023456,0.0998,2026-02-14T20:43:10.123476
Msg de hilo 3 - Time: 1771100694.924741,2026-02-14T20:43:10.124337,0.3417,2026-02-14T20:43:10.466488
Msg de hilo 9 - Time: 1771100694.924741,2026-02-14T20:43:10.467408,0.7511,2026-02-14T20:43:11.219364
Msg de hilo 38 - Time: 1771100694.9407625,2026-02-14T20:43:11.220194,0.6907,2026-02-14T20:43:11.911725
Msg de hilo 13 - Time: 1771100694.9407625,2026-02-14T20:43:11.912604,1.4887,2026-02-14T20:43:13.402930
Msg de hilo 43 - Time: 1771100694.9407625,2026-02-14T20:43:13.404026,0.4025,2026-02-14T20:43:13.807091
Msg de hilo 26 - Time: 1771100694.9562728,2026-02-14T20:43:13.808018,0.6020,2026-02-14T20:43:14.410683
Msg de hilo 24 - Time: 1771100694.9562728,2026-02-14T20:43:14.411594,0.1549,2026-02-14T20:43:14.566791
Msg de hilo 17 - Time: 1771100694.9562728,2026-02-14T20:43:14.567732,0.7431,2026-02-14T20:43:15.311674
Msg de hilo 35 - Time: 1771100695.003829,2026-02-14T20:43:15.312519,0.1668,2026-02-14T20:43:15.479574
Msg de hilo 10 - Time: 1771100695.003829,2026-02-14T20:43:15.480417,0.8795,2026-02-14T20:43:16.360898
Msg de hilo 36 - Time: 1771100695.003829,2026-02-14T20:43:16.361803,0.0670,2026-02-14T20:43:16.428964
Msg de hilo 29 - Time: 1771100695.0193722,2026-02-14T20:43:16.429791,0.3823,2026-02-14T20:43:16.812369
Msg de hilo 22 - Time: 1771100695.019878,2026-02-14T20:43:16.813206,0.2179,2026-02-14T20:43:17.031459
Msg de hilo 34 - Time: 1771100695.0193722,2026-02-14T20:43:17.032218,0.3880,2026-02-14T20:43:17.420719
Msg de hilo 47 - Time: 1771100695.0193722,2026-02-14T20:43:17.421832,0.5105,2026-02-14T20:43:17.932911
Msg de hilo 1 - Time: 1771100695.0509267,2026-02-14T20:43:17.933713,0.4406,2026-02-14T20:43:18.374832
Msg de hilo 45 - Time: 1771100695.0509267,2026-02-14T20:43:18.375615,0.0226,2026-02-14T20:43:18.398364
Msg de hilo 40 - Time: 1771100695.0509267,2026-02-14T20:43:18.399170,0.3376,2026-02-14T20:43:18.737211
Msg de hilo 25 - Time: 1771100695.0514288,2026-02-14T20:43:18.738025,0.5506,2026-02-14T20:43:19.289231
Msg de hilo 28 - Time: 1771100695.066933,2026-02-14T20:43:19.290011,0.2444,2026-02-14T20:43:19.534779
Msg de hilo 48 - Time: 1771100695.066933,2026-02-14T20:43:19.535689,0.7887,2026-02-14T20:43:20.325280
Msg de hilo 20 - Time: 1771100695.066933,2026-02-14T20:43:20.326315,0.3257,2026-02-14T20:43:20.652492
Msg de hilo 17 - Time: 1771100695.066933,2026-02-14T20:43:20.653459,0.1681,2026-02-14T20:43:20.821814
Msg de hilo 32 - Time: 1771100695.08246,2026-02-14T20:43:20.822710,0.0785,2026-02-14T20:43:20.901372
Msg de hilo 16 - Time: 1771100695.08246,2026-02-14T20:43:20.902250,0.1399,2026-02-14T20:43:21.042448
Msg de hilo 24 - Time: 1771100695.08246,2026-02-14T20:43:21.043483,0.0278,2026-02-14T20:43:21.071430
Msg de hilo 41 - Time: 1771100695.0829623,2026-02-14T20:43:21.072469,0.5827,2026-02-14T20:43:21.655808
Msg de hilo 21 - Time: 1771100695.098002,2026-02-14T20:43:21.656626,0.1916,2026-02-14T20:43:21.848615
Msg de hilo 2 - Time: 1771100695.098002,2026-02-14T20:43:21.849509,0.7444,2026-02-14T20:43:22.594754
Msg de hilo 33 - Time: 1771100695.0985057,2026-02-14T20:43:22.595634,0.4037,2026-02-14T20:43:22.999798
Msg de hilo 38 - Time: 1771100695.0985057,2026-02-14T20:43:23.000719,1.1512,2026-02-14T20:43:24.153196
Msg de hilo 43 - Time: 1771100695.098002,2026-02-14T20:43:24.153979,1.6998,2026-02-14T20:43:25.855543
Msg de hilo 46 - Time: 1771100695.113528,2026-02-14T20:43:25.857192,1.6751,2026-02-14T20:43:27.534079
Msg de hilo 44 - Time: 1771100695.1290617,2026-02-14T20:43:27.534956,0.3051,2026-02-14T20:43:27.840498
Msg de hilo 9 - Time: 1771100695.1290617,2026-02-14T20:43:27.841312,0.1299,2026-02-14T20:43:27.971491
Msg de hilo 19 - Time: 1771100695.1445844,2026-02-14T20:43:27.972329,0.0099,2026-02-14T20:43:27.982327
Msg de hilo 3 - Time: 1771100695.1445844,2026-02-14T20:43:27.983108,0.0029,2026-02-14T20:43:27.986123
Msg de hilo 15 - Time: 1771100695.1606,2026-02-14T20:43:27.986588,0.6244,2026-02-14T20:43:28.611669
Msg de hilo 6 - Time: 1771100695.1606,2026-02-14T20:43:28.612464,0.0949,2026-02-14T20:43:28.707533
Msg de hilo 23 - Time: 1771100695.1606,2026-02-14T20:43:28.708355,0.0134,2026-02-14T20:43:28.721887
Msg de hilo 36 - Time: 1771100695.161106,2026-02-14T20:43:28.722729,0.6211,2026-02-14T20:43:29.344586
Msg de hilo 10 - Time: 1771100695.161106,2026-02-14T20:43:29.345372,0.0905,2026-02-14T20:43:29.436053
Msg de hilo 35 - Time: 1771100695.1761339,2026-02-14T20:43:29.437078,0.3297,2026-02-14T20:43:29.767215
Msg de hilo 30 - Time: 1771100695.1921654,2026-02-14T20:43:29.768053,0.6231,2026-02-14T20:43:30.391910
Msg de hilo 27 - Time: 1771100695.2076845,2026-02-14T20:43:30.392737,0.1066,2026-02-14T20:43:30.499542
Msg de hilo 24 - Time: 1771100695.2076845,2026-02-14T20:43:30.500354,0.0552,2026-02-14T20:43:30.555667
Msg de hilo 0 - Time: 1771100695.2076845,2026-02-14T20:43:30.556450,0.1733,2026-02-14T20:43:30.729873
Msg de hilo 49 - Time: 1771100695.2242367,2026-02-14T20:43:30.730697,1.3752,2026-02-14T20:43:32.107430
Msg de hilo 17 - Time: 1771100695.2237296,2026-02-14T20:43:32.108436,0.0990,2026-02-14T20:43:32.207654
Msg de hilo 4 - Time: 1771100695.2237296,2026-02-14T20:43:32.208458,0.2405,2026-02-14T20:43:32.449294
Msg de hilo 20 - Time: 1771100695.2237296,2026-02-14T20:43:32.450056,0.0351,2026-02-14T20:43:32.485277
Msg de hilo 43 - Time: 1771100695.2392647,2026-02-14T20:43:32.486086,0.3420,2026-02-14T20:43:32.828572
Msg de hilo 7 - Time: 1771100695.2392647,2026-02-14T20:43:32.829390,0.1681,2026-02-14T20:43:32.997716
Msg de hilo 26 - Time: 1771100695.254897,2026-02-14T20:43:32.998517,0.3232,2026-02-14T20:43:33.322158
Msg de hilo 37 - Time: 1771100695.254897,2026-02-14T20:43:33.323011,0.1224,2026-02-14T20:43:33.445630
Msg de hilo 42 - Time: 1771100695.270452,2026-02-14T20:43:33.446429,0.1168,2026-02-14T20:43:33.563440
Msg de hilo 32 - Time: 1771100695.270452,2026-02-14T20:43:33.564295,0.3027,2026-02-14T20:43:33.867374
Msg de hilo 11 - Time: 1771100695.2864609,2026-02-14T20:43:33.868130,0.8277,2026-02-14T20:43:34.696809
Msg de hilo 8 - Time: 1771100695.2864609,2026-02-14T20:43:34.697564,0.1177,2026-02-14T20:43:34.815490
Msg de hilo 40 - Time: 1771100695.2864609,2026-02-14T20:43:34.816330,0.9763,2026-02-14T20:43:35.793734
Msg de hilo 12 - Time: 1771100695.2864609,2026-02-14T20:43:35.794598,0.0495,2026-02-14T20:43:35.844229
Msg de hilo 35 - Time: 1771100695.3019857,2026-02-14T20:43:35.844976,0.4593,2026-02-14T20:43:36.304563
Msg de hilo 31 - Time: 1771100695.3019857,2026-02-14T20:43:36.305562,0.7584,2026-02-14T20:43:37.064871
Msg de hilo 33 - Time: 1771100695.3019857,2026-02-14T20:43:37.065672,0.5074,2026-02-14T20:43:37.573728
Msg de hilo 45 - Time: 1771100695.3180132,2026-02-14T20:43:37.574549,0.9016,2026-02-14T20:43:38.475764
Msg de hilo 47 - Time: 1771100695.3335283,2026-02-14T20:43:38.476747,0.4534,2026-02-14T20:43:38.930748
Msg de hilo 14 - Time: 1771100695.3495626,2026-02-14T20:43:38.931585,0.6430,2026-02-14T20:43:39.575367
Msg de hilo 2 - Time: 1771100695.3495626,2026-02-14T20:43:39.576213,2.0399,2026-02-14T20:43:41.618294
Msg de hilo 18 - Time: 1771100695.3647156,2026-02-14T20:43:41.619110,0.2876,2026-02-14T20:43:41.907053
Msg de hilo 5 - Time: 1771100695.380266,2026-02-14T20:43:41.907871,0.2335,2026-02-14T20:43:42.141740
Msg de hilo 39 - Time: 1771100695.380266,2026-02-14T20:43:42.142595,1.0701,2026-02-14T20:43:43.213831
Msg de hilo 44 - Time: 1771100695.380266,2026-02-14T20:43:43.214825,0.0511,2026-02-14T20:43:43.266135
Msg de hilo 34 - Time: 1771100695.380266,2026-02-14T20:43:43.267437,0.7272,2026-02-14T20:43:43.995475
Msg de hilo 29 - Time: 1771100695.380266,2026-02-14T20:43:43.996327,0.1506,2026-02-14T20:43:44.147163
Msg de hilo 23 - Time: 1771100695.3954706,2026-02-14T20:43:44.147958,0.4099,2026-02-14T20:43:44.558365
Msg de hilo 42 - Time: 1771100695.4109755,2026-02-14T20:43:44.559192,0.8313,2026-02-14T20:43:45.391387
Msg de hilo 49 - Time: 1771100695.4109755,2026-02-14T20:43:45.392231,1.1020,2026-02-14T20:43:46.495491
Msg de hilo 40 - Time: 1771100695.426185,2026-02-14T20:43:46.496354,0.1706,2026-02-14T20:43:46.667242
Msg de hilo 26 - Time: 1771100695.4417336,2026-02-14T20:43:46.668073,0.9698,2026-02-14T20:43:47.638889
Msg de hilo 41 - Time: 1771100695.4417336,2026-02-14T20:43:47.639699,2.1039,2026-02-14T20:43:49.745635
Msg de hilo 13 - Time: 1771100695.4417336,2026-02-14T20:43:49.746606,0.0061,2026-02-14T20:43:49.752882
Msg de hilo 10 - Time: 1771100695.442236,2026-02-14T20:43:49.753360,1.7685,2026-02-14T20:43:51.523752
Msg de hilo 21 - Time: 1771100695.442236,2026-02-14T20:43:51.524575,1.1569,2026-02-14T20:43:52.681649
Msg de hilo 6 - Time: 1771100695.457147,2026-02-14T20:43:52.682554,1.6844,2026-02-14T20:43:54.368725
Msg de hilo 38 - Time: 1771100695.457147,2026-02-14T20:43:54.369526,0.2199,2026-02-14T20:43:54.589879
Msg de hilo 22 - Time: 1771100695.4726717,2026-02-14T20:43:54.590765,0.4711,2026-02-14T20:43:55.062408
Msg de hilo 31 - Time: 1771100695.4726717,2026-02-14T20:43:55.063199,0.0493,2026-02-14T20:43:55.112685
Msg de hilo 0 - Time: 1771100695.4726717,2026-02-14T20:43:55.113466,0.1962,2026-02-14T20:43:55.309998
Msg de hilo 15 - Time: 1771100695.4731736,2026-02-14T20:43:55.310816,0.0477,2026-02-14T20:43:55.358679
Msg de hilo 33 - Time: 1771100695.4882803,2026-02-14T20:43:55.359475,0.0399,2026-02-14T20:43:55.399508
Msg de hilo 25 - Time: 1771100695.4882803,2026-02-14T20:43:55.400279,0.8676,2026-02-14T20:43:56.268897
Msg de hilo 28 - Time: 1771100695.5038023,2026-02-14T20:43:56.269864,0.9989,2026-02-14T20:43:57.269852
Msg de hilo 48 - Time: 1771100695.5193436,2026-02-14T20:43:57.270682,0.9808,2026-02-14T20:43:58.252576
Msg de hilo 4 - Time: 1771100695.5193436,2026-02-14T20:43:58.253412,0.5865,2026-02-14T20:43:58.840633
Msg de hilo 45 - Time: 1771100695.5348637,2026-02-14T20:43:58.841495,0.3775,2026-02-14T20:43:59.219419
Msg de hilo 1 - Time: 1771100695.5348637,2026-02-14T20:43:59.220188,0.1306,2026-02-14T20:43:59.350975
Msg de hilo 23 - Time: 1771100695.5348637,2026-02-14T20:43:59.351810,0.0516,2026-02-14T20:43:59.403609
Msg de hilo 30 - Time: 1771100695.550407,2026-02-14T20:43:59.404540,0.1067,2026-02-14T20:43:59.511453
Msg de hilo 36 - Time: 1771100695.550407,2026-02-14T20:43:59.512318,0.3779,2026-02-14T20:43:59.890683
Msg de hilo 46 - Time: 1771100695.5659459,2026-02-14T20:43:59.891544,0.0218,2026-02-14T20:43:59.913645
Msg de hilo 43 - Time: 1771100695.5659459,2026-02-14T20:43:59.914606,0.1313,2026-02-14T20:44:00.046123
Msg de hilo 12 - Time: 1771100695.5659459,2026-02-14T20:44:00.046901,0.5251,2026-02-14T20:44:00.572623
Msg de hilo 37 - Time: 1771100695.5659459,2026-02-14T20:44:00.573488,0.1786,2026-02-14T20:44:00.752359
Msg de hilo 9 - Time: 1771100695.5814903,2026-02-14T20:44:00.753131,0.4173,2026-02-14T20:44:01.170949
Msg de hilo 16 - Time: 1771100695.5814903,2026-02-14T20:44:01.171885,0.0812,2026-02-14T20:44:01.253237
Msg de hilo 35 - Time: 1771100695.5970125,2026-02-14T20:44:01.254048,0.1490,2026-02-14T20:44:01.403280
Msg de hilo 19 - Time: 1771100695.5970125,2026-02-14T20:44:01.404143,0.0286,2026-02-14T20:44:01.432852
Msg de hilo 24 - Time: 1771100695.5970125,2026-02-14T20:44:01.433712,0.4229,2026-02-14T20:44:01.857083
Msg de hilo 26 - Time: 1771100695.6125596,2026-02-14T20:44:01.857890,0.0145,2026-02-14T20:44:01.872516
Msg de hilo 27 - Time: 1771100695.6280925,2026-02-14T20:44:01.873095,0.1531,2026-02-14T20:44:02.026423
Msg de hilo 15 - Time: 1771100695.6280925,2026-02-14T20:44:02.027223,0.0486,2026-02-14T20:44:02.075964
Msg de hilo 20 - Time: 1771100695.6280925,2026-02-14T20:44:02.076812,0.6928,2026-02-14T20:44:02.770363
Msg de hilo 41 - Time: 1771100695.6441417,2026-02-14T20:44:02.771180,0.0764,2026-02-14T20:44:02.847733
Msg de hilo 22 - Time: 1771100695.6436374,2026-02-14T20:44:02.848543,0.8616,2026-02-14T20:44:03.711060
Msg de hilo 29 - Time: 1771100695.6436374,2026-02-14T20:44:03.711859,0.2156,2026-02-14T20:44:03.927816
Msg de hilo 3 - Time: 1771100695.6436374,2026-02-14T20:44:03.928639,0.8890,2026-02-14T20:44:04.818148
Msg de hilo 32 - Time: 1771100695.6591506,2026-02-14T20:44:04.819017,0.1477,2026-02-14T20:44:04.966990
Msg de hilo 31 - Time: 1771100695.6591506,2026-02-14T20:44:04.967952,0.3957,2026-02-14T20:44:05.364176
Msg de hilo 4 - Time: 1771100695.6747286,2026-02-14T20:44:05.365073,0.5418,2026-02-14T20:44:05.907483
Msg de hilo 17 - Time: 1771100695.6747286,2026-02-14T20:44:05.908397,0.1065,2026-02-14T20:44:06.015087
Msg de hilo 21 - Time: 1771100695.6902537,2026-02-14T20:44:06.016116,0.0655,2026-02-14T20:44:06.081794
Msg de hilo 11 - Time: 1771100695.7062848,2026-02-14T20:44:06.082701,0.0989,2026-02-14T20:44:06.181880
Msg de hilo 44 - Time: 1771100695.7062848,2026-02-14T20:44:06.182706,1.1761,2026-02-14T20:44:07.360073
Msg de hilo 48 - Time: 1771100695.7062848,2026-02-14T20:44:07.360875,0.1159,2026-02-14T20:44:07.476979
Msg de hilo 7 - Time: 1771100695.7062848,2026-02-14T20:44:07.477722,0.1596,2026-02-14T20:44:07.637605
Msg de hilo 5 - Time: 1771100695.7218153,2026-02-14T20:44:07.638609,0.4136,2026-02-14T20:44:08.052780
Msg de hilo 2 - Time: 1771100695.7373316,2026-02-14T20:44:08.053686,2.1624,2026-02-14T20:44:10.216923
