message_content,arrival_time,processing_time,completion_time
Msg de hilo 47 - Time: 1771100695.7373316,2026-02-14T20:44:10.217735,0.6181,2026-02-14T20:44:10.836578
Msg de hilo 18 - Time: 1771100695.752541,2026-02-14T20:44:10.837461,0.2664,2026-02-14T20:44:11.104272
Msg de hilo 9 - Time: 1771100695.752541,2026-02-14T20:44:11.105272,0.0915,2026-02-14T20:44:11.196971
Msg de hilo 8 - Time: 1771100695.784081,2026-02-14T20:44:11.197826,0.4528,2026-02-14T20:44:11.651195
Msg de hilo 20 - Time: 1771100695.784081,2026-02-14T20:44:11.652440,0.8181,2026-02-14T20:44:12.471417
Msg de hilo 34 - Time: 1771100695.784081,2026-02-14T20:44:12.472220,0.5118,2026-02-14T20:44:12.984369
Msg de hilo 13 - Time: 1771100695.8001337,2026-02-14T20:44:12.985172,0.6750,2026-02-14T20:44:13.660356
Msg de hilo 17 - Time: 1771100695.8001337,2026-02-14T20:44:13.661148,0.2528,2026-02-14T20:44:13.914302
Msg de hilo 3 - Time: 1771100695.8156517,2026-02-14T20:44:13.915089,0.2349,2026-02-14T20:44:14.150339
Msg de hilo 7 - Time: 1771100695.8161533,2026-02-14T20:44:14.151198,0.0951,2026-02-14T20:44:14.246529
Msg de hilo 33 - Time: 1771100695.8156517,2026-02-14T20:44:14.247347,0.1324,2026-02-14T20:44:14.379953
Msg de hilo 25 - Time: 1771100695.831677,2026-02-14T20:44:14.380851,0.4206,2026-02-14T20:44:14.801960
Msg de hilo 22 - Time: 1771100695.831677,2026-02-14T20:44:14.802787,0.0667,2026-02-14T20:44:14.869644
Msg de hilo 0 - Time: 1771100695.831677,2026-02-14T20:44:14.870411,1.1342,2026-02-14T20:44:16.005825
Msg de hilo 37 - Time: 1771100695.8321812,2026-02-14T20:44:16.006686,0.2041,2026-02-14T20:44:16.211135
Msg de hilo 14 - Time: 1771100695.8468525,2026-02-14T20:44:16.211979,0.2261,2026-02-14T20:44:16.438383
Msg de hilo 16 - Time: 1771100695.8468525,2026-02-14T20:44:16.439187,0.4820,2026-02-14T20:44:16.921759
Msg de hilo 38 - Time: 1771100695.8468525,2026-02-14T20:44:16.922562,0.1271,2026-02-14T20:44:17.049905
Msg de hilo 49 - Time: 1771100695.8468525,2026-02-14T20:44:17.050735,0.1171,2026-02-14T20:44:17.168055
Msg de hilo 42 - Time: 1771100695.8628864,2026-02-14T20:44:17.169007,0.0413,2026-02-14T20:44:17.210425
Msg de hilo 40 - Time: 1771100695.8628864,2026-02-14T20:44:17.211315,0.3203,2026-02-14T20:44:17.531996
Msg de hilo 43 - Time: 1771100695.8628864,2026-02-14T20:44:17.532777,0.1543,2026-02-14T20:44:17.687392
Msg de hilo 10 - Time: 1771100695.8628864,2026-02-14T20:44:17.688232,0.1284,2026-02-14T20:44:17.816830
Msg de hilo 23 - Time: 1771100695.87843,2026-02-14T20:44:17.817667,0.2036,2026-02-14T20:44:18.021577
Msg de hilo 39 - Time: 1771100695.87843,2026-02-14T20:44:18.022395,0.0204,2026-02-14T20:44:18.042952
Msg de hilo 1 - Time: 1771100695.87843,2026-02-14T20:44:18.043902,0.0491,2026-02-14T20:44:18.093168
Msg de hilo 48 - Time: 1771100695.87843,2026-02-14T20:44:18.093993,0.2490,2026-02-14T20:44:18.343295
Msg de hilo 2 - Time: 1771100695.8944693,2026-02-14T20:44:18.344191,0.1014,2026-02-14T20:44:18.445828
Msg de hilo 45 - Time: 1771100695.9099877,2026-02-14T20:44:18.446687,1.0281,2026-02-14T20:44:19.475790
Msg de hilo 35 - Time: 1771100695.941629,2026-02-14T20:44:19.476674,0.4550,2026-02-14T20:44:19.932181
Msg de hilo 46 - Time: 1771100695.941629,2026-02-14T20:44:19.932961,0.2712,2026-02-14T20:44:20.204560
Msg de hilo 17 - Time: 1771100695.941629,2026-02-14T20:44:20.205454,0.0754,2026-02-14T20:44:20.281001
Msg de hilo 6 - Time: 1771100695.9576535,2026-02-14T20:44:20.281776,0.6919,2026-02-14T20:44:20.974438
Msg de hilo 37 - Time: 1771100695.9576535,2026-02-14T20:44:20.975236,0.1377,2026-02-14T20:44:21.113152
Msg de hilo 26 - Time: 1771100695.9576535,2026-02-14T20:44:21.113957,1.1264,2026-02-14T20:44:22.241536
Msg de hilo 27 - Time: 1771100695.9581602,2026-02-14T20:44:22.242384,0.2345,2026-02-14T20:44:22.477263
Msg de hilo 29 - Time: 1771100695.9581602,2026-02-14T20:44:22.478133,0.1583,2026-02-14T20:44:22.636741
Msg de hilo 28 - Time: 1771100695.973196,2026-02-14T20:44:22.637651,0.6826,2026-02-14T20:44:23.321088
Msg de hilo 22 - Time: 1771100695.989216,2026-02-14T20:44:23.322020,0.5223,2026-02-14T20:44:23.844949
Msg de hilo 36 - Time: 1771100695.989216,2026-02-14T20:44:23.845886,0.1638,2026-02-14T20:44:24.009979
Msg de hilo 15 - Time: 1771100695.989216,2026-02-14T20:44:24.010843,0.3169,2026-02-14T20:44:24.328192
Msg de hilo 12 - Time: 1771100696.0203245,2026-02-14T20:44:24.329142,0.0684,2026-02-14T20:44:24.397733
Msg de hilo 30 - Time: 1771100696.035836,2026-02-14T20:44:24.398636,0.2424,2026-02-14T20:44:24.641391
Msg de hilo 2 - Time: 1771100696.035836,2026-02-14T20:44:24.642468,0.6254,2026-02-14T20:44:25.268663
Msg de hilo 5 - Time: 1771100696.035836,2026-02-14T20:44:25.269606,0.1812,2026-02-14T20:44:25.451106
Msg de hilo 24 - Time: 1771100696.051881,2026-02-14T20:44:25.452057,1.2794,2026-02-14T20:44:26.731591
Msg de hilo 21 - Time: 1771100696.051881,2026-02-14T20:44:26.732606,0.3896,2026-02-14T20:44:27.122653
Msg de hilo 44 - Time: 1771100696.0989876,2026-02-14T20:44:27.123563,1.1648,2026-02-14T20:44:28.289671
Msg de hilo 9 - Time: 1771100696.0989876,2026-02-14T20:44:28.290563,0.4774,2026-02-14T20:44:28.768589
Msg de hilo 19 - Time: 1771100696.0989876,2026-02-14T20:44:28.769463,0.3934,2026-02-14T20:44:29.163351
Msg de hilo 46 - Time: 1771100696.1155155,2026-02-14T20:44:29.164227,0.7402,2026-02-14T20:44:29.905296
Msg de hilo 40 - Time: 1771100696.1150093,2026-02-14T20:44:29.906135,0.1489,2026-02-14T20:44:30.055320
Msg de hilo 8 - Time: 1771100696.1150093,2026-02-14T20:44:30.056134,0.2541,2026-02-14T20:44:30.310596
Msg de hilo 25 - Time: 1771100696.1150093,2026-02-14T20:44:30.311423,0.1607,2026-02-14T20:44:30.472364
Msg de hilo 20 - Time: 1771100696.131056,2026-02-14T20:44:30.473291,0.6696,2026-02-14T20:44:31.143668
Msg de hilo 32 - Time: 1771100696.1305583,2026-02-14T20:44:31.144700,0.1427,2026-02-14T20:44:31.287617
Msg de hilo 41 - Time: 1771100696.1305583,2026-02-14T20:44:31.288502,0.6310,2026-02-14T20:44:31.920242
Msg de hilo 36 - Time: 1771100696.1305583,2026-02-14T20:44:31.921124,0.4229,2026-02-14T20:44:32.344559
Msg de hilo 0 - Time: 1771100696.1305583,2026-02-14T20:44:32.345342,1.3237,2026-02-14T20:44:33.670448
Msg de hilo 4 - Time: 1771100696.131056,2026-02-14T20:44:33.671257,0.0464,2026-02-14T20:44:33.717818
Msg de hilo 28 - Time: 1771100696.1465912,2026-02-14T20:44:33.718648,0.0810,2026-02-14T20:44:33.799782
Msg de hilo 31 - Time: 1771100696.1465912,2026-02-14T20:44:33.800710,0.9094,2026-02-14T20:44:34.711126
Msg de hilo 42 - Time: 1771100696.1465912,2026-02-14T20:44:34.712364,0.0141,2026-02-14T20:44:34.726640
Msg de hilo 18 - Time: 1771100696.1465912,2026-02-14T20:44:34.727343,0.0204,2026-02-14T20:44:34.747947
Msg de hilo 34 - Time: 1771100696.1621177,2026-02-14T20:44:34.748797,0.2393,2026-02-14T20:44:34.988463
Msg de hilo 47 - Time: 1771100696.1621177,2026-02-14T20:44:34.989421,0.0852,2026-02-14T20:44:35.074797
Msg de hilo 49 - Time: 1771100696.177641,2026-02-14T20:44:35.075664,0.3735,2026-02-14T20:44:35.449661
Msg de hilo 24 - Time: 1771100696.177641,2026-02-14T20:44:35.450456,0.2637,2026-02-14T20:44:35.714559
Msg de hilo 23 - Time: 1771100696.1931741,2026-02-14T20:44:35.715426,0.2152,2026-02-14T20:44:35.930962
Msg de hilo 11 - Time: 1771100696.2092025,2026-02-14T20:44:35.931821,0.4467,2026-02-14T20:44:36.379066
Msg de hilo 1 - Time: 1771100696.2092025,2026-02-14T20:44:36.379817,0.1567,2026-02-14T20:44:36.536735
Msg de hilo 17 - Time: 1771100696.239895,2026-02-14T20:44:36.537503,1.3384,2026-02-14T20:44:37.877366
Msg de hilo 27 - Time: 1771100696.239895,2026-02-14T20:44:37.878210,0.6981,2026-02-14T20:44:38.575562
Msg de hilo 13 - Time: 1771100696.239895,2026-02-14T20:44:38.576378,0.0117,2026-02-14T20:44:38.588221
Msg de hilo 45 - Time: 1771100696.239895,2026-02-14T20:44:38.589101,0.5546,2026-02-14T20:44:39.144384
Msg de hilo 22 - Time: 1771100696.239895,2026-02-14T20:44:39.145225,0.0617,2026-02-14T20:44:39.207111
Msg de hilo 38 - Time: 1771100696.2550743,2026-02-14T20:44:39.207942,0.0854,2026-02-14T20:44:39.293519
Msg de hilo 32 - Time: 1771100696.2550743,2026-02-14T20:44:39.294562,0.7980,2026-02-14T20:44:40.093459
Msg de hilo 44 - Time: 1771100696.2550743,2026-02-14T20:44:40.094255,0.5083,2026-02-14T20:44:40.603117
Msg de hilo 39 - Time: 1771100696.2706046,2026-02-14T20:44:40.603948,0.0223,2026-02-14T20:44:40.626407
Msg de hilo 33 - Time: 1771100696.2706046,2026-02-14T20:44:40.627372,0.5010,2026-02-14T20:44:41.128961
Msg de hilo 7 - Time: 1771100696.2706046,2026-02-14T20:44:41.129871,0.3442,2026-02-14T20:44:41.474531
Msg de hilo 19 - Time: 1771100696.2858534,2026-02-14T20:44:41.475427,0.4248,2026-02-14T20:44:41.900777
Msg de hilo 43 - Time: 1771100696.286356,2026-02-14T20:44:41.901701,1.1414,2026-02-14T20:44:43.044380
Msg de hilo 41 - Time: 1771100696.2858534,2026-02-14T20:44:43.045237,0.0520,2026-02-14T20:44:43.097336
Msg de hilo 18 - Time: 1771100696.2858534,2026-02-14T20:44:43.098198,0.3600,2026-02-14T20:44:43.458672
Msg de hilo 21 - Time: 1771100696.3013787,2026-02-14T20:44:43.459666,0.4353,2026-02-14T20:44:43.895493
Msg de hilo 20 - Time: 1771100696.3169072,2026-02-14T20:44:43.896313,0.5447,2026-02-14T20:44:44.441652
Msg de hilo 29 - Time: 1771100696.3169072,2026-02-14T20:44:44.442455,0.1888,2026-02-14T20:44:44.631528
Msg de hilo 9 - Time: 1771100696.3174074,2026-02-14T20:44:44.632400,1.1054,2026-02-14T20:44:45.738771
Msg de hilo 14 - Time: 1771100696.3174074,2026-02-14T20:44:45.739550,0.0924,2026-02-14T20:44:45.832137
Msg de hilo 34 - Time: 1771100696.3174074,2026-02-14T20:44:45.833106,0.5151,2026-02-14T20:44:46.348837
Msg de hilo 1 - Time: 1771100696.3174074,2026-02-14T20:44:46.349662,0.5928,2026-02-14T20:44:46.943181
Msg de hilo 3 - Time: 1771100696.3179088,2026-02-14T20:44:46.943999,1.7770,2026-02-14T20:44:48.722837
Msg de hilo 6 - Time: 1771100696.3324206,2026-02-14T20:44:48.723688,0.0262,2026-02-14T20:44:48.750038
Msg de hilo 16 - Time: 1771100696.3324206,2026-02-14T20:44:48.750801,0.0897,2026-02-14T20:44:48.840704
Msg de hilo 35 - Time: 1771100696.3329208,2026-02-14T20:44:48.841510,0.0148,2026-02-14T20:44:48.856431
Msg de hilo 36 - Time: 1771100696.3324206,2026-02-14T20:44:48.857102,1.8959,2026-02-14T20:44:50.755044
Msg de hilo 26 - Time: 1771100696.3635361,2026-02-14T20:44:50.755893,0.0472,2026-02-14T20:44:50.803246
Msg de hilo 10 - Time: 1771100696.3635361,2026-02-14T20:44:50.804107,0.4137,2026-02-14T20:44:51.218310
Msg de hilo 15 - Time: 1771100696.3791292,2026-02-14T20:44:51.219198,0.2495,2026-02-14T20:44:51.469014
Msg de hilo 32 - Time: 1771100696.3791292,2026-02-14T20:44:51.469919,0.1350,2026-02-14T20:44:51.605193
Msg de hilo 48 - Time: 1771100696.3791292,2026-02-14T20:44:51.606177,0.5499,2026-02-14T20:44:52.156759
Msg de hilo 4 - Time: 1771100696.3946626,2026-02-14T20:44:52.157580,0.4198,2026-02-14T20:44:52.577933
Msg de hilo 46 - Time: 1771100696.4101846,2026-02-14T20:44:52.578830,0.2511,2026-02-14T20:44:52.830279
Msg de hilo 37 - Time: 1771100696.4101846,2026-02-14T20:44:52.831123,1.0972,2026-02-14T20:44:53.928748
Msg de hilo 33 - Time: 1771100696.4101846,2026-02-14T20:44:53.929552,0.0496,2026-02-14T20:44:53.979285
Msg de hilo 22 - Time: 1771100696.425326,2026-02-14T20:44:53.980052,0.1859,2026-02-14T20:44:54.166207
Msg de hilo 30 - Time: 1771100696.425326,2026-02-14T20:44:54.167168,0.4549,2026-02-14T20:44:54.622611
Msg de hilo 43 - Time: 1771100696.441373,2026-02-14T20:44:54.623510,0.0647,2026-02-14T20:44:54.688410
Msg de hilo 39 - Time: 1771100696.441373,2026-02-14T20:44:54.689303,0.2587,2026-02-14T20:44:54.948354
Msg de hilo 40 - Time: 1771100696.441373,2026-02-14T20:44:54.949150,0.3772,2026-02-14T20:44:55.326787
Msg de hilo 0 - Time: 1771100696.4568925,2026-02-14T20:44:55.327671,0.3127,2026-02-14T20:44:55.640863
Msg de hilo 23 - Time: 1771100696.4568925,2026-02-14T20:44:55.641931,0.1532,2026-02-14T20:44:55.795413
Msg de hilo 7 - Time: 1771100696.4568925,2026-02-14T20:44:55.796372,1.8113,2026-02-14T20:44:57.609571
Msg de hilo 20 - Time: 1771100696.4573934,2026-02-14T20:44:57.610387,0.4111,2026-02-14T20:44:58.021712
Msg de hilo 12 - Time: 1771100696.4568925,2026-02-14T20:44:58.022640,0.2440,2026-02-14T20:44:58.267036
Msg de hilo 31 - Time: 1771100696.472422,2026-02-14T20:44:58.267944,0.1930,2026-02-14T20:44:58.461195
Msg de hilo 24 - Time: 1771100696.472422,2026-02-14T20:44:58.462037,0.4272,2026-02-14T20:44:58.889774
Msg de hilo 6 - Time: 1771100696.472925,2026-02-14T20:44:58.890639,0.4269,2026-02-14T20:44:59.318091
Msg de hilo 5 - Time: 1771100696.472422,2026-02-14T20:44:59.319330,0.6416,2026-02-14T20:44:59.961643
Msg de hilo 2 - Time: 1771100696.4879315,2026-02-14T20:44:59.962622,0.1949,2026-02-14T20:45:00.157805
Msg de hilo 1 - Time: 1771100696.4879315,2026-02-14T20:45:00.158645,0.6127,2026-02-14T20:45:00.772097
Msg de hilo 35 - Time: 1771100696.5195081,2026-02-14T20:45:00.772980,0.2211,2026-02-14T20:45:00.994437
Msg de hilo 32 - Time: 1771100696.5350287,2026-02-14T20:45:00.995263,0.0201,2026-02-14T20:45:01.015552
Msg de hilo 13 - Time: 1771100696.5350287,2026-02-14T20:45:01.016374,0.2122,2026-02-14T20:45:01.228874
Msg de hilo 17 - Time: 1771100696.5350287,2026-02-14T20:45:01.229674,0.2076,2026-02-14T20:45:01.437594
Msg de hilo 25 - Time: 1771100696.5355334,2026-02-14T20:45:01.438361,0.3861,2026-02-14T20:45:01.824903
Msg de hilo 36 - Time: 1771100696.550559,2026-02-14T20:45:01.825760,1.3761,2026-02-14T20:45:03.203314
Msg de hilo 47 - Time: 1771100696.550559,2026-02-14T20:45:03.204213,0.4976,2026-02-14T20:45:03.702390
Msg de hilo 38 - Time: 1771100696.550559,2026-02-14T20:45:03.703220,0.1650,2026-02-14T20:45:03.868519
Msg de hilo 46 - Time: 1771100696.5660946,2026-02-14T20:45:03.869315,1.3838,2026-02-14T20:45:05.254642
Msg de hilo 9 - Time: 1771100696.5660946,2026-02-14T20:45:05.255476,1.3507,2026-02-14T20:45:06.607607
Msg de hilo 3 - Time: 1771100696.5816164,2026-02-14T20:45:06.608476,0.5683,2026-02-14T20:45:07.177431
Msg de hilo 7 - Time: 1771100696.5816164,2026-02-14T20:45:07.178358,0.5513,2026-02-14T20:45:07.729861
Msg de hilo 8 - Time: 1771100696.5816164,2026-02-14T20:45:07.730847,0.4873,2026-02-14T20:45:08.218757
Msg de hilo 48 - Time: 1771100696.6126804,2026-02-14T20:45:08.219560,0.3307,2026-02-14T20:45:08.549735
Msg de hilo 34 - Time: 1771100696.6126804,2026-02-14T20:45:08.550538,0.1047,2026-02-14T20:45:08.655446
Msg de hilo 37 - Time: 1771100696.6287131,2026-02-14T20:45:08.656325,0.2748,2026-02-14T20:45:08.931549
Msg de hilo 42 - Time: 1771100696.6292188,2026-02-14T20:45:08.932449,1.9260,2026-02-14T20:45:10.860472
Msg de hilo 28 - Time: 1771100696.6287131,2026-02-14T20:45:10.861228,0.2124,2026-02-14T20:45:11.073942
Msg de hilo 39 - Time: 1771100696.6287131,2026-02-14T20:45:11.074702,1.0563,2026-02-14T20:45:12.132172
Msg de hilo 49 - Time: 1771100696.6292188,2026-02-14T20:45:12.133069,0.2526,2026-02-14T20:45:12.386003
Msg de hilo 21 - Time: 1771100696.6292188,2026-02-14T20:45:12.386898,0.2063,2026-02-14T20:45:12.593519
Msg de hilo 43 - Time: 1771100696.644764,2026-02-14T20:45:12.594313,0.5907,2026-02-14T20:45:13.185752
Msg de hilo 26 - Time: 1771100696.644764,2026-02-14T20:45:13.186638,0.8955,2026-02-14T20:45:14.083087
Msg de hilo 5 - Time: 1771100696.6442626,2026-02-14T20:45:14.083918,0.5604,2026-02-14T20:45:14.645022
Msg de hilo 19 - Time: 1771100696.6442626,2026-02-14T20:45:14.645895,0.7828,2026-02-14T20:45:15.429545
Msg de hilo 1 - Time: 1771100696.659783,2026-02-14T20:45:15.430342,0.0733,2026-02-14T20:45:15.503783
Msg de hilo 27 - Time: 1771100696.6602886,2026-02-14T20:45:15.504829,0.3061,2026-02-14T20:45:15.811314
Msg de hilo 10 - Time: 1771100696.659783,2026-02-14T20:45:15.812183,0.2067,2026-02-14T20:45:16.019258
Msg de hilo 20 - Time: 1771100696.6602886,2026-02-14T20:45:16.020537,0.6983,2026-02-14T20:45:16.719640
Msg de hilo 16 - Time: 1771100696.6750233,2026-02-14T20:45:16.720484,1.2252,2026-02-14T20:45:17.946992
Msg de hilo 15 - Time: 1771100696.6750233,2026-02-14T20:45:17.947848,0.3507,2026-02-14T20:45:18.298999
Msg de hilo 45 - Time: 1771100696.6750233,2026-02-14T20:45:18.299874,0.5165,2026-02-14T20:45:18.817040
Msg de hilo 31 - Time: 1771100696.690546,2026-02-14T20:45:18.817941,0.4358,2026-02-14T20:45:19.254320
Msg de hilo 36 - Time: 1771100696.7056925,2026-02-14T20:45:19.255123,0.1658,2026-02-14T20:45:19.421209
Msg de hilo 11 - Time: 1771100696.7056925,2026-02-14T20:45:19.422035,0.1501,2026-02-14T20:45:19.572392
Msg de hilo 18 - Time: 1771100696.7056925,2026-02-14T20:45:19.573176,1.2993,2026-02-14T20:45:20.873840
Msg de hilo 29 - Time: 1771100696.7212324,2026-02-14T20:45:20.874611,0.3137,2026-02-14T20:45:21.188778
Msg de hilo 33 - Time: 1771100696.7212324,2026-02-14T20:45:21.189684,0.6770,2026-02-14T20:45:21.867459
Msg de hilo 24 - Time: 1771100696.7212324,2026-02-14T20:45:21.868241,0.5625,2026-02-14T20:45:22.431422
Msg de hilo 22 - Time: 1771100696.7212324,2026-02-14T20:45:22.432256,0.4082,2026-02-14T20:45:22.840979
Msg de hilo 12 - Time: 1771100696.7217333,2026-02-14T20:45:22.841841,0.3660,2026-02-14T20:45:23.208336
Msg de hilo 41 - Time: 1771100696.7217333,2026-02-14T20:45:23.209315,0.7687,2026-02-14T20:45:23.978900
Msg de hilo 30 - Time: 1771100696.7366388,2026-02-14T20:45:23.979699,0.1321,2026-02-14T20:45:24.111996
Msg de hilo 4 - Time: 1771100696.7366388,2026-02-14T20:45:24.112819,0.2320,2026-02-14T20:45:24.345184
Msg de hilo 38 - Time: 1771100696.7366388,2026-02-14T20:45:24.346046,0.0221,2026-02-14T20:45:24.368296
Msg de hilo 44 - Time: 1771100696.7521498,2026-02-14T20:45:24.369051,0.0300,2026-02-14T20:45:24.399149
Msg de hilo 46 - Time: 1771100696.7676728,2026-02-14T20:45:24.399990,0.0234,2026-02-14T20:45:24.423540
Msg de hilo 6 - Time: 1771100696.7832115,2026-02-14T20:45:24.424237,1.6194,2026-02-14T20:45:26.045309
Msg de hilo 14 - Time: 1771100696.7832115,2026-02-14T20:45:26.046167,0.2228,2026-02-14T20:45:26.269272
Msg de hilo 3 - Time: 1771100696.7832115,2026-02-14T20:45:26.270225,0.2350,2026-02-14T20:45:26.505609
Msg de hilo 8 - Time: 1771100696.7987998,2026-02-14T20:45:26.506412,0.9214,2026-02-14T20:45:27.428852
Msg de hilo 42 - Time: 1771100696.7987998,2026-02-14T20:45:27.429796,0.1247,2026-02-14T20:45:27.554780
Msg de hilo 10 - Time: 1771100696.7987998,2026-02-14T20:45:27.555863,0.2222,2026-02-14T20:45:27.778363
Msg de hilo 31 - Time: 1771100696.8143375,2026-02-14T20:45:27.779223,0.1630,2026-02-14T20:45:27.942450
Msg de hilo 39 - Time: 1771100696.8143375,2026-02-14T20:45:27.943840,0.5450,2026-02-14T20:45:28.489516
Msg de hilo 40 - Time: 1771100696.8299165,2026-02-14T20:45:28.490510,0.3960,2026-02-14T20:45:28.887017
Msg de hilo 0 - Time: 1771100696.8299165,2026-02-14T20:45:28.887941,0.2084,2026-02-14T20:45:29.096643
Msg de hilo 2 - Time: 1771100696.8454728,2026-02-14T20:45:29.097476,2.3828,2026-02-14T20:45:31.482753
Msg de hilo 18 - Time: 1771100696.8454728,2026-02-14T20:45:31.483658,0.3917,2026-02-14T20:45:31.875893
Msg de hilo 24 - Time: 1771100696.8454728,2026-02-14T20:45:31.876752,1.8207,2026-02-14T20:45:33.699381
Msg de hilo 26 - Time: 1771100696.876522,2026-02-14T20:45:33.700294,0.3792,2026-02-14T20:45:34.079699
Msg de hilo 15 - Time: 1771100696.876522,2026-02-14T20:45:34.080632,0.1691,2026-02-14T20:45:34.249988
Msg de hilo 21 - Time: 1771100696.8920424,2026-02-14T20:45:34.250934,0.5685,2026-02-14T20:45:34.820149
Msg de hilo 4 - Time: 1771100696.8920424,2026-02-14T20:45:34.821003,0.3576,2026-02-14T20:45:35.179032
Msg de hilo 32 - Time: 1771100696.8920424,2026-02-14T20:45:35.179859,0.1306,2026-02-14T20:45:35.310743
Msg de hilo 47 - Time: 1771100696.9076028,2026-02-14T20:45:35.311557,0.4496,2026-02-14T20:45:35.761740
Msg de hilo 11 - Time: 1771100696.9076028,2026-02-14T20:45:35.762542,0.3083,2026-02-14T20:45:36.071240
Msg de hilo 41 - Time: 1771100696.9236531,2026-02-14T20:45:36.072125,0.0536,2026-02-14T20:45:36.125851
Msg de hilo 14 - Time: 1771100696.9231489,2026-02-14T20:45:36.126706,0.2129,2026-02-14T20:45:36.339933
Msg de hilo 9 - Time: 1771100696.9231489,2026-02-14T20:45:36.340969,0.4271,2026-02-14T20:45:36.768590
Msg de hilo 23 - Time: 1771100696.9231489,2026-02-14T20:45:36.769445,0.3729,2026-02-14T20:45:37.142862
Msg de hilo 12 - Time: 1771100696.9236531,2026-02-14T20:45:37.143693,0.7154,2026-02-14T20:45:37.859881
Msg de hilo 49 - Time: 1771100696.9386685,2026-02-14T20:45:37.860725,0.0674,2026-02-14T20:45:37.928306
Msg de hilo 27 - Time: 1771100696.954207,2026-02-14T20:45:37.929119,0.2304,2026-02-14T20:45:38.159839
Msg de hilo 35 - Time: 1771100696.954207,2026-02-14T20:45:38.160698,0.6120,2026-02-14T20:45:38.771682
Msg de hilo 16 - Time: 1771100696.954207,2026-02-14T20:45:38.772530,0.8903,2026-02-14T20:45:39.663798
Msg de hilo 1 - Time: 1771100696.9547098,2026-02-14T20:45:39.664693,0.4420,2026-02-14T20:45:40.107263
Msg de hilo 0 - Time: 1771100696.9702418,2026-02-14T20:45:40.108183,0.0564,2026-02-14T20:45:40.164742
Msg de hilo 25 - Time: 1771100696.9697354,2026-02-14T20:45:40.165558,0.2987,2026-02-14T20:45:40.464678
Msg de hilo 44 - Time: 1771100696.9697354,2026-02-14T20:45:40.465524,1.4917,2026-02-14T20:45:41.958828
Msg de hilo 2 - Time: 1771100696.9702418,2026-02-14T20:45:41.959658,1.2471,2026-02-14T20:45:43.208086
Msg de hilo 3 - Time: 1771100696.9697354,2026-02-14T20:45:43.208906,0.6663,2026-02-14T20:45:43.875922
Msg de hilo 45 - Time: 1771100696.9702418,2026-02-14T20:45:43.876882,0.4343,2026-02-14T20:45:44.311696
Msg de hilo 43 - Time: 1771100696.9852557,2026-02-14T20:45:44.312559,0.2992,2026-02-14T20:45:44.612076
Msg de hilo 48 - Time: 1771100697.0007856,2026-02-14T20:45:44.613050,0.3135,2026-02-14T20:45:44.926922
Msg de hilo 8 - Time: 1771100697.0007856,2026-02-14T20:45:44.927727,1.0978,2026-02-14T20:45:46.026765
Msg de hilo 24 - Time: 1771100697.0007856,2026-02-14T20:45:46.027804,2.0359,2026-02-14T20:45:48.065892
